wallet,risk_level,risk_score,bot_score,bot_classification,bot_confidence,is_wash_trading,wash_trading_flags,wash_flag_count,combined_threat
EXD3r5sAV5xcJYhvuQp6JERpjFw8unVcrPU6EPLaFnBA,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
AnxhPqjrqga18mCAA8p7oj8Hjn1PYnPi5p29qk71YTqH,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
AN6EG2bBxGrFs4yBcFSe1NMm7KLesYP6QiBonJaT88p8,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
A8q2pXLB5Y1MyRDAj19vAFUvKWptjXovR2HDmD8FFgsj,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
BFYQ96ifvfZF5VeC51rgxo2hrfpbKJqhe3G2T5Z2B2Ni,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,high_frequency_pairs,1,HIGH
Vizudau3ex7XgfUtDjPz9jn8hZCvbN4qPQ6ZKctKXVj,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
H52aMZ5h7sQmvNC2ZHu2Y1LLHci78FJ6nZktKY3T5LF2,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
B3euHgqCvdoEgrqhJcvD7aRzVzJEiwVJJdipmm8BBWaV,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,circular_patterns,1,HIGH
EQyWWLPhgWh9khUPCr7RzMooKcjdjn6sK8658UmTjpoh,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
H22MEJuFWtkk9Xp763Wk45G3ZEPuSLtH75grJLHKtjWL,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,self_transfers,1,HIGH
37r4W2ZjT7D997WrwXoybdqKVceqeyk3UsS1ojZSY64d,MEDIUM,25.5,0.21000000000000002,HUMAN,LOW,True,high_frequency_pairs,1,HIGH
4f8TPK2qyDBcQdYkvkzpGvLRp78h8GtmvAyx6J79gjVA,LOW,19.499999999999996,0.38999999999999996,HUMAN,LOW,False,,0,LOW
DkRCb5UfQA7zCiNwPnKopkZbS9yBGDBsWRwCdDU4R21P,LOW,15.5,0.31,HUMAN,LOW,False,,0,LOW
9f8uJhu9wGVQyd7JSsqNFenemwXWqkUw6c3YjARzx7Ud,LOW,15.5,0.31,HUMAN,LOW,False,,0,LOW
2QtaQaC1mMb8k3ACLDYKzMkNcZ1r9eg7Whxb9VFeVHAs,LOW,15.5,0.31,HUMAN,LOW,False,,0,LOW
GSbv1wRwc5NaVXsQVUispSd7wqznU5uFk8XwSzh2vgFu,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
6k1c3cHgFBZ6quNAbkvDef5TPtLMLQiYYDcKYoFL9jKB,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
Dg6QVxHzUTGKbpcwMDsjJgirutNBcZUwgBpaFknDLjLe,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
FAiDD8s1KQ77vvkzaBfJZkqTy6qDwiryXUKcJAFPTHKe,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
5Vo5SSxURXuZZtcxyP3VMWZKhkPGoJJH2jE5frssK5Dc,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
3YGJvtvtWJHER2xUDfitupgX1bn1eSEjijZTGMnPHg5z,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
HTKkxMrb3jxvSuUx7EerAwYfMhBsP3A9UY3a6osnmSqC,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
4g3F76SwezxnHjNLxjEeBXA56ecQ4kNH7qPDhXsRRUkq,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
DMgQ7Mb3eXATgAUHmxdFsJ8tF792e9H6bmZfgLaCNHwG,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
6KmW1QQUcy7kDkuXTBo2qax5qp9TVQttjU76d98LiMJH,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
2mTwh952FoXg51FouGiQCwaEyt3Aa4QYehf6JegJtwEX,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
EHkk9hXUQ59zQ99jFBUtK64Kyko5Lvd34AneSP2smQn2,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
2QCaBQPrzpX3EbG9Phh1mE9x6JSuqX44ABBThT6mYuf3,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
Bt41WJansdRRsgzLYb2tPRBAdDcZkmCUbjtQcsMdc4VE,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
6UpY3UXz4D7ydgvB86NVozW74VpW26G46Unp3HagyumE,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
8J1h1JDm3wqfeqPcrhNAwSEUpR4Knnj6AogXEbyVDnRf,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
E8kbazA7qy4udTJqHGxN8kSLKqSJdn2NFhJAfVw4yYzE,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
28geFxBsk1EdsXqL3VvKTZvrQS6PtueR4N4ZrxLsKXyp,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
EWUW6WYFHqJGgR1H6PbCzZmh3b4U79MBEQKYZPx1SnJw,LOW,15.0,0.0,UNKNOWN,N/A,True,high_frequency_pairs,1,HIGH
CB4ErQWw3ap8656h1AxjnH8ATosNPRLS1L4rZDRNvGo8,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
7K18krbSmANYjpMSmvTGaMDFiPEhtcQZmvjuxW3JGBpn,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
bUCkXVuWiuzz4NZZ4MYLGFZnQanMUtaqug16jqUxA4r,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
5roMBdkt3xXV8LqyEAZ5Tkz5qkspyf3VGBZaQ4vm7aD6,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
6MTvrhYfUqqbEgrQbMQWq3cKKqWgAPiWSaYzAcu2Sx25,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
J1PQ4PCKhQPYdv4DESTfBaT7pvvNhmus2BG6FLNRozH7,LOW,15.0,0.0,UNKNOWN,N/A,True,high_frequency_pairs,1,HIGH
DypHmpsgphnHPGQV8ArxpH52zd9m3TMQmGE5LdoDBvr2,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
H9K9imTMycU94hvEPoQuEMQWGkXepQwkLq64TXZ14VJv,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
ALTheJHWAek3kAR5meDznZDLJbvd3bEkKFBE6PhU236t,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
Dh64tfSNqJ4KmFKAPJSC1GcJb3wd1aeyuB6KaoaAzWar,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
7EayZV6jAcGY18CEpH7aRnywdkdcdcEjyqFr5frkoDuf,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
FMrX7gk6b3Pz8DhcFE2cDtR8nexBteoDp39HMuum9443,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
DPDpFVWauLfuiJyeBVGMaCUiE9mFG5kPevvd1vArL66h,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
ESPS8P2nui9Z1MtyX8R1FZizhhzUPRU6q2aroYSFFz1x,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
J8a4qXT35t5ZGZRsswBWMMmtyk4xaRZuoUTBV1QMNWim,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
6oKyvs6z7tsyZWACA95kgPiXptC9WqSPnNZTGFiMv6LW,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
EKoURgPFmDNCbz64eAcHCzsovUiwrTbD3yhMiJaemy9B,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
4XoYwv948vdAtiBBhxTEZkQaPWpVL1a3w66wFanq8fsf,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
Bo7xqQ5h35Ns7wYhyNeiMVHmsmSQ3fP5ws2ARPWQC7Nv,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
5MRwBQXY5whj8SSuuw3qbY1ryPydMHLsQRhewK2BTDnS,LOW,15.0,0.0,UNKNOWN,N/A,True,circular_patterns,1,HIGH
djGMbZy5b2F4zdYq24JnL2KnK9DimLZi3gQPPwv63ut,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
8hXyQj9fSjXF9pJKKQvqoie8EjoEaNARbf82wks5dL5i,LOW,15.0,0.0,UNKNOWN,N/A,True,self_transfers,1,HIGH
39x2p5SYrLtJQtsAhgjM8oJqvVGgwUpekRpdFTtDDdBa,LOW,14.499999999999998,0.29,HUMAN,LOW,False,,0,LOW
EAkVUUtxAzHmPuftFFFQS9HVuXzXjeJbkjCqG4oVCsud,LOW,14.499999999999998,0.29,HUMAN,LOW,False,volume_concentration,1,LOW
8tNVpJKjCRnt2zPNQtG1CNmU8LUZNicMEXYHoNSdUrV2,LOW,10.500000000000002,0.21000000000000002,HUMAN,LOW,False,,0,LOW
CkDujnzBLUJ7W7oBjdKoNW8jtrcsBCVoJenyyMUXw1Ds,LOW,9.5,0.19,HUMAN,LOW,False,volume_concentration,1,LOW
